rank,code,name,market,mktcap,sector,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,dryup_count,rebreakout,foreign_consec_buy,foreign_net_5d,inst_net_5d,trigger_score,liq_score,vol_score,momentum_score,news_score,news_summary,keywords,news_count,scan_date,chunk
91,445090,에이직랜드,KOSDAQ,316844082000,기타,29000.0,14.0,0.0,8.0,4,10.0,36.0,27550.0,5.0,72.26890756302521,35.86465864849696,-,27922.5,28219.0,0,False,0,-246622300.0,2795199250.0,0.0,8.0,8.0,0,0,,,0,2026-01-18 23:12,2
92,015360,INVENI,KOSPI,379050000000,기타,66500.0,17.0,0.0,5.0,4,10.0,36.0,64100.0,3.6090225563909777,48.739495798319325,20.514358425749126,-,66705.0,65398.0,3,False,0,-3499102900.0,42233600.0,0.0,5.0,5.0,0,0,,,0,2026-01-18 23:12,2
93,102120,어보브반도체,KOSDAQ,211946575760,기타,11920.0,25.0,0.0,0.0,0,10.0,35.0,11490.0,3.6073825503355708,46.21848739495798,48.77070040135901,-,11642.5,11376.2,2,False,0,-421995290.0,-1668360.0,0.0,0.0,0.0,0,0,,,0,2026-01-18 23:11,2
94,234340,헥토파이낸셜,KOSDAQ,212773090880,기타,15230.0,12.0,5.0,8.0,0,10.0,35.0,15210.0,0.13131976362442546,0.0,22.555355612526135,-,16043.5,15671.6,0,False,0,-2259368730.0,-498694360.0,5.0,8.0,8.0,0,0,,,0,2026-01-18 23:11,2
95,005710,대원산업,KOSDAQ,260689176000,기타,13010.0,14.0,0.0,12.0,0,9.0,35.0,12350.0,5.073020753266718,61.34453781512605,34.802031887081014,-,13618.0,13562.4,5,False,0,-862982270.0,-432723820.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:11,2
96,025620,차AI헬스케어,KOSPI,202064100300,기타,11100.0,17.0,5.0,8.0,0,5.0,35.0,9830.0,11.441441441441441,46.21848739495798,56.55115523211846,C,10726.5,11933.4,2,False,0,-46886780.0,-261690.0,5.0,8.0,8.0,0,0,,,0,2026-01-18 23:11,2
97,190510,나무가,KOSDAQ,345514798200,기타,24600.0,25.0,0.0,0.0,0,9.0,34.0,22632.0,8.0,100.0,58.68586669145768,-,21546.0,18375.0,0,False,0,-2885192350.0,-187048850.0,0.0,0.0,0.0,0,0,,,0,2026-01-18 23:11,2
98,005430,한국공항,KOSPI,209929336500,기타,66300.0,20.0,5.0,0.0,0,9.0,34.0,61100.0,7.8431372549019605,8.403361344537815,14.315702384025533,-,64320.0,61546.0,2,False,0,-627961600.0,-269973000.0,5.0,0.0,0.0,0,0,,,0,2026-01-18 23:11,2
99,029530,신도리코,KOSPI,464185335450,기타,46050.0,15.0,0.0,7.0,2,10.0,34.0,45700.0,0.760043431053203,47.89915966386555,64.70588829794005,-,48502.5,47787.0,5,False,1,-94956850.0,-150666850.0,0.0,7.0,7.0,0,0,,,0,2026-01-18 23:12,2
100,084010,대한제강,KOSPI,245413191870,기타,10710.0,9.0,0.0,12.0,0,10.0,31.0,10440.0,2.5210084033613445,90.75630252100841,30.11833547909983,-,11907.95,11164.54,7,False,0,-560012470.0,-141161980.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:12,2
