rank,code,name,market,mktcap,sector,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,dryup_count,rebreakout,foreign_consec_buy,foreign_net_5d,inst_net_5d,trigger_score,liq_score,vol_score,momentum_score,news_score,news_summary,keywords,news_count,scan_date,chunk
11,000990,DB하이텍,KOSPI,3706590897600,기타,85200.0,25.0,25.0,8.0,4,9.0,71.0,78384.0,8.0,65.54621848739495,49.01828628547283,R,72215.0,67536.0,0,True,0,-4880582600.0,41735653100.0,25.0,8.0,8.0,0,0,,,0,2026-01-18 23:13,1
12,166090,하나머티리얼즈,KOSDAQ GLOBAL,1083816535200,기타,54800.0,25.0,25.0,8.0,4,9.0,71.0,50416.0,8.0,52.94117647058823,42.19359323358178,R,46130.0,43822.0,0,True,0,-4384442100.0,10428672000.0,25.0,8.0,8.0,0,0,,,0,2026-01-18 23:13,1
13,005850,에스엘,KOSPI,2322426000000,기타,50000.0,24.0,25.0,8.0,4,9.0,70.0,46000.0,8.0,100.0,35.62418101346481,R,44035.0,41008.0,0,True,0,-16689379000.0,16047841300.0,25.0,8.0,8.0,0,0,,,0,2026-01-18 23:13,1
14,388720,유일로보틱스,KOSDAQ,1042184434500,기타,89100.0,23.0,10.0,18.0,9,9.0,69.0,81972.0,8.0,58.8235294117647,29.479304868875605,B,84130.0,83440.0,3,False,2,11543627900.0,5813253100.0,10.0,18.0,18.0,0,0,,,0,2026-01-18 23:13,1
15,000270,기아,KOSPI,58991403997800,기타,151100.0,25.0,15.0,8.0,12,9.0,69.0,139012.0,8.0,100.0,52.82639883740466,R,127645.0,121296.0,0,True,3,72906439600.0,42147188500.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
16,010130,고려아연,KOSPI,33083655865000,기타,1585000.0,22.0,25.0,8.0,4,9.0,68.0,1458200.0,8.0,52.94117647058823,23.36208972279275,R,1312650.0,1268900.0,0,True,0,-69309907000.0,160008380000.0,25.0,8.0,8.0,0,0,,,0,2026-01-18 23:13,1
17,003550,LG,KOSPI,13494388687500,기타,87500.0,20.0,20.0,8.0,15,5.0,68.0,78600.0,10.17142857142857,0.8403361344537815,18.853409473637942,R,82265.0,82092.0,0,True,5,24188262000.0,3076190600.0,20.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
18,319400,현대무벡스,KOSDAQ,3229905131000,기타,29000.0,25.0,15.0,12.0,7,9.0,68.0,26680.0,8.0,100.0,74.88790437854702,R,21012.0,14155.4,8,True,0,10462928250.0,9488409400.0,15.0,12.0,12.0,0,0,,,0,2026-01-18 23:13,1
19,090360,로보스타,KOSDAQ,776100000000,기타,79600.0,20.0,10.0,20.0,9,9.0,68.0,73232.0,8.0,34.45378151260504,18.965592631116056,B,76095.0,74966.0,8,False,2,20877839100.0,6439747200.0,10.0,20.0,20.0,0,0,,,0,2026-01-18 23:13,1
20,298020,효성티앤씨,KOSPI,1246372416000,기타,288000.0,20.0,15.0,8.0,15,9.0,67.0,264960.0,8.0,76.47058823529412,24.728641569375267,R,233950.0,225890.0,0,True,8,14561265500.0,18739584500.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
21,009520,포스코엠텍,KOSDAQ GLOBAL,765392881140,기타,18380.0,20.0,20.0,13.0,5,9.0,67.0,16909.600000000002,8.0,9.243697478991596,16.221482954917516,R,16109.5,15863.0,3,True,1,11149267160.0,-1327352390.0,20.0,13.0,13.0,0,0,,,0,2026-01-18 23:13,1
22,003490,대한항공,KOSPI,8947762062300,기타,24300.0,18.0,20.0,8.0,15,5.0,66.0,21600.0,11.11111111111111,15.966386554621849,13.997896134944694,R,22572.5,22190.0,0,True,6,100324901900.0,74676061600.0,20.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
23,180640,한진칼,KOSPI,8565600395700,기타,128300.0,25.0,10.0,13.0,9,9.0,66.0,118036.0,8.0,76.47058823529412,46.6822288984446,B,119535.0,110760.0,4,False,1,179618300.0,8622206100.0,10.0,13.0,13.0,0,0,,,0,2026-01-18 23:14,1
24,267250,HD현대,KOSPI,18642368060000,기타,236000.0,22.0,20.0,0.0,15,9.0,66.0,217120.0,8.0,16.80672268907563,60.88997188640373,R,203520.0,206392.0,0,True,5,12910791500.0,22588766000.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
25,001120,LX인터내셔널,KOSPI,1381794000000,기타,35650.0,22.0,15.0,8.0,15,5.0,65.0,31650.0,11.220196353436185,61.34453781512605,22.25667231551019,R,32927.5,32073.0,0,True,6,15997817400.0,2898584450.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
26,052690,한전기술,KOSPI,4842474000000,기타,126700.0,24.0,15.0,8.0,9,9.0,65.0,116564.0,8.0,73.94957983193277,35.22546092631424,R,97615.0,95324.0,0,True,1,107264902600.0,39414271300.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
27,034020,두산에너빌리티,KOSPI,61045477213800,기타,95300.0,24.0,15.0,8.0,9,9.0,65.0,87676.0,8.0,31.092436974789916,38.36010262148812,R,81500.0,79104.0,0,True,1,526587165100.0,85217762100.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
28,000720,현대건설,KOSPI,11614406289500,기타,104300.0,25.0,15.0,0.0,15,9.0,64.0,95956.0,8.0,89.07563025210084,45.98303194573568,R,77820.0,70888.0,0,True,10,157577822400.0,63001568300.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
29,348340,뉴로메카,KOSDAQ,818288291800,기타,71900.0,24.0,15.0,8.0,7,9.0,63.0,66148.0,8.0,100.0,37.61141166182917,R,37397.5,32761.0,0,True,0,3486447150.0,15083437350.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
30,097230,HJ중공업,KOSPI,2419915219200,기타,26800.0,24.0,15.0,8.0,7,9.0,63.0,24656.0,8.0,13.445378151260504,31.67212394944928,B,23325.0,22582.0,0,False,0,1376984650.0,4409302900.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
31,192820,코스맥스,KOSPI,2125763035700,기타,187300.0,15.0,15.0,8.0,15,9.0,62.0,172316.0,8.0,27.73109243697479,24.56729810069308,B,172345.0,168990.0,0,False,7,18324689500.0,5055901800.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
32,455900,엔젤로보틱스,KOSDAQ,526544633800,기타,34600.0,23.0,15.0,8.0,7,9.0,62.0,31832.0,8.0,52.10084033613445,25.534243579426864,R,31110.0,30308.0,0,True,0,16598076800.0,4736541050.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
33,001430,세아베스틸지주,KOSPI,2435037880100,기타,67900.0,25.0,15.0,5.0,8,9.0,62.0,62468.0,8.0,100.0,70.99278621048062,R,55355.0,40128.0,3,True,3,29218786600.0,-7735629800.0,15.0,5.0,5.0,0,0,,,0,2026-01-18 23:14,1
34,016360,삼성증권,KOSPI,7465480000000,기타,83600.0,20.0,20.0,0.0,15,7.0,62.0,75300.0,9.92822966507177,4.201680672268908,26.928367327043784,R,78565.0,78894.0,0,True,10,63750643900.0,16864563400.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
35,012450,한화에어로스페이스,KOSPI,66980857899000,기타,1299000.0,25.0,15.0,0.0,12,9.0,61.0,1195080.0,8.0,100.0,51.78394618622594,R,1033950.0,958340.0,0,True,4,86464586000.0,74786284000.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
36,000880,한화,KOSPI,9339858381000,기타,124600.0,25.0,15.0,8.0,4,9.0,61.0,114632.0,8.0,84.87394957983193,42.84854185027204,R,91650.0,87236.0,0,True,0,-33348871600.0,21001190400.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
37,018260,삼성에스디에스,KOSPI,13928004000000,기타,180000.0,24.0,15.0,8.0,5,9.0,61.0,165600.0,8.0,5.882352941176471,35.1924728522579,B,174475.0,172704.0,0,False,1,39440640000.0,-28965189300.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
38,032830,삼성생명,KOSPI,34120000000000,기타,170600.0,24.0,13.0,8.0,9,7.0,61.0,155200.0,9.026963657678781,26.050420168067227,34.17738399716758,A,160170.0,156486.0,0,False,1,17675200700.0,2977604300.0,13.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
39,103140,풍산,KOSPI,3458195905200,기타,123400.0,25.0,15.0,8.0,4,9.0,61.0,113528.0,8.0,21.84873949579832,63.16677965781514,B,112945.0,105590.0,0,False,0,-22833686900.0,13409969700.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
40,082740,한화엔진,KOSPI,4422698526000,기타,53000.0,24.0,15.0,0.0,12,9.0,60.0,48760.0,8.0,47.89915966386555,35.7361732375487,R,45985.0,44397.0,0,True,3,52542407700.0,4638156800.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
41,099320,쎄트렉아이,KOSDAQ,1286775165000,기타,117500.0,25.0,15.0,0.0,11,9.0,60.0,108100.0,8.0,100.0,83.47278918976042,R,90225.0,68099.0,0,True,6,18588580400.0,-738796900.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
42,009420,한올바이오파마,KOSPI,2716513176000,기타,52000.0,22.0,10.0,8.0,11,9.0,60.0,47840.0,8.0,60.50420168067227,44.5631780222539,B,45992.5,46248.0,1,False,5,17020117100.0,-2937094900.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
43,456040,OCI,KOSPI,651741636000,기타,72800.0,24.0,15.0,0.0,12,9.0,60.0,66976.0,8.0,100.0,30.43623543356094,R,61405.0,60534.0,0,True,4,9334090300.0,7804108100.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
44,074600,원익QnC,KOSDAQ GLOBAL,640112800000,기타,24350.0,25.0,10.0,8.0,7,9.0,59.0,22402.0,8.0,36.134453781512605,51.448340989214834,B,21893.0,21342.2,0,False,0,420851250.0,9550564600.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
45,025540,한국단자,KOSPI,756602000000,기타,74800.0,22.0,15.0,8.0,9,5.0,59.0,67200.0,10.16042780748663,100.0,20.72429171190007,R,69940.0,65920.0,0,True,1,288584600.0,172027600.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
46,001720,신영증권,KOSPI,2528472000000,기타,153800.0,21.0,5.0,8.0,15,9.0,58.0,141496.0,8.0,11.764705882352942,35.25577996743416,-,138735.0,142900.0,0,False,5,8330668100.0,4219133000.0,5.0,8.0,8.0,0,0,,,0,2026-01-18 23:15,1
47,267270,HD현대건설기계,KOSPI,2077706276100,기타,119700.0,25.0,15.0,0.0,9,9.0,58.0,110124.0,8.0,62.18487394957983,43.658442750727986,R,105860.0,99576.0,1,True,1,1486509500.0,7272127900.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
48,071050,한국금융지주,KOSPI,10181138738400,기타,182700.0,24.0,20.0,0.0,9,5.0,58.0,163200.0,10.673234811165845,3.361344537815126,37.40760115567421,R,166770.0,164728.0,0,True,1,14976949400.0,1280998900.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
49,034730,SK,KOSPI,21678308197000,기타,299000.0,25.0,20.0,0.0,7,5.0,57.0,261500.0,12.54180602006689,2.5210084033613445,47.1261500457264,R,268800.0,263810.0,0,True,0,31045347500.0,8986306500.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
50,028260,삼성물산,KOSPI,49293197760000,기타,290000.0,25.0,15.0,0.0,8,9.0,57.0,266800.0,8.0,62.18487394957983,50.3575570420143,R,257100.0,241340.0,0,True,4,57392528500.0,-8633449500.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
51,086280,현대글로비스,KOSPI,19275000000000,기타,257000.0,25.0,15.0,8.0,0,9.0,57.0,236440.0,8.0,100.0,57.80701730914752,R,205425.0,183466.0,0,True,0,-147203214000.0,-55734830500.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
52,039490,키움증권,KOSPI,8841885030000,기타,330000.0,25.0,20.0,0.0,7,5.0,57.0,293500.0,11.06060606060606,4.201680672268908,46.538597398252065,R,304650.0,291110.0,0,True,0,1522556500.0,3360478000.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
53,017670,SK텔레콤,KOSPI,11877889930900,기타,55300.0,18.0,20.0,0.0,9,10.0,57.0,52600.0,4.882459312839059,11.764705882352942,25.550282468353817,R,53505.0,53598.0,0,True,1,33990949600.0,39045946100.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
54,353200,대덕전자,KOSPI,2559796715000,기타,51800.0,17.0,15.0,8.0,7,9.0,56.0,47656.0,8.0,0.8403361344537815,13.204950064952198,B,46360.0,47601.0,0,False,0,12587614750.0,52364953350.0,15.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
55,160190,하이젠알앤엠,KOSDAQ,1844013600000,기타,59700.0,20.0,10.0,8.0,9,9.0,56.0,54924.0,8.0,34.45378151260504,18.835129072170286,B,57545.0,55638.0,1,False,2,4376048000.0,11537999800.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
56,007810,코리아써키트,KOSPI,1473934862400,기타,62400.0,25.0,15.0,0.0,7,9.0,56.0,57408.0,8.0,100.0,64.58932726133173,R,45517.5,37157.0,2,True,0,5941092400.0,18734294800.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
57,011780,금호석유화학,KOSPI,3647047054200,기타,140100.0,23.0,15.0,0.0,9,9.0,56.0,128892.0,8.0,73.10924369747899,28.02683959243427,R,126100.0,121314.0,0,True,1,17157867000.0,35546407000.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
58,272210,한화시스템,KOSPI,17172772460100,기타,90900.0,25.0,15.0,0.0,7,9.0,56.0,83628.0,8.0,100.0,61.37457376783515,R,65035.0,55858.0,0,True,0,8393419000.0,16709311300.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
59,006800,미래에셋증권,KOSPI,17693074900800,기타,31200.0,25.0,15.0,0.0,6,9.0,55.0,28704.0,8.0,68.90756302521008,65.16655204244485,R,25770.0,23729.0,1,True,1,-13430810450.0,40250541600.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
60,005940,NH투자증권,KOSPI,8071199957850,기타,22650.0,20.0,20.0,0.0,8,7.0,55.0,20750.0,8.388520971302428,4.201680672268908,19.95574557874765,R,21295.0,21131.6,0,True,4,26332235900.0,-1069934900.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
61,005930,삼성전자,KOSPI,881434086585800,기타,148900.0,25.0,15.0,0.0,9,5.0,54.0,132700.0,10.879785090664877,79.83193277310924,73.71543431535046,R,127255.0,112300.0,0,True,3,-1274854060400.0,1113598074700.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
62,034220,LG디스플레이,KOSPI,6260000000000,기타,12520.0,21.0,5.0,8.0,11,9.0,54.0,11700.0,6.549520766773163,11.764705882352942,36.19728729695991,-,12048.5,12516.8,0,False,5,27010312930.0,-12111857010.0,5.0,8.0,8.0,0,0,,,0,2026-01-18 23:15,1
63,282330,BGF리테일,KOSPI,1991105971200,기타,115200.0,20.0,10.0,8.0,11,5.0,54.0,99700.0,13.45486111111111,31.092436974789916,40.97296270122251,B,107435.0,108868.0,0,False,7,15650699900.0,-968330400.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:15,1
64,012330,현대모비스,KOSPI,39105743273000,기타,431000.0,25.0,15.0,0.0,4,9.0,53.0,396520.0,8.0,100.0,41.32282819361132,R,386775.0,345340.0,0,True,0,-264358697500.0,101793703500.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
65,298040,효성중공업,KOSPI,21754170484000,기타,2333000.0,20.0,20.0,0.0,4,9.0,53.0,2146360.0,8.0,0.8403361344537815,27.5604198397595,R,1915800.0,1981400.0,0,True,0,-6171601000.0,93517848000.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
66,005380,현대차,KOSPI,84564957358000,기타,413000.0,25.0,15.0,0.0,4,9.0,53.0,379960.0,8.0,100.0,59.80529510608956,R,329275.0,297220.0,0,True,0,-1008822841500.0,107870679000.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
67,183300,코미코,KOSDAQ GLOBAL,1035607716000,기타,99000.0,22.0,10.0,8.0,4,9.0,53.0,91080.0,8.0,39.49579831932773,52.56605528971562,B,91790.0,91902.0,0,False,0,-4382787900.0,2636248000.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
68,003160,디아이,KOSPI,864565000000,기타,30550.0,25.0,15.0,0.0,4,9.0,53.0,28106.0,8.0,57.983193277310924,61.93752169706527,R,25107.5,23629.8,0,True,0,-5178950550.0,12786469950.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
69,058650,세아홀딩스,KOSPI,574400000000,기타,143600.0,25.0,15.0,5.0,3,5.0,53.0,125800.0,12.395543175487465,69.74789915966386,58.80258639826098,R,135950.0,125328.0,3,True,0,273105000.0,-72826400.0,15.0,5.0,5.0,0,0,,,0,2026-01-18 23:14,1
70,397030,에이프릴바이오,KOSDAQ,1143010055500,기타,49250.0,20.0,0.0,12.0,11,9.0,52.0,46500.0,5.583756345177665,95.7983193277311,58.51354682377258,-,51497.5,43961.0,7,False,5,12701934600.0,-15417596150.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:15,1
71,127120,제이에스링크,KOSDAQ,634689183960,기타,19890.0,17.0,5.0,12.0,9,9.0,52.0,18298.8,8.0,0.0,12.84969200015575,-,17865.0,18473.0,7,False,2,2316974410.0,465361740.0,5.0,12.0,12.0,0,0,,,0,2026-01-18 23:15,1
72,207940,삼성바이오로직스,KOSPI,90128481597000,기타,1947000.0,24.0,15.0,0.0,8,5.0,52.0,1671000.0,14.175654853620955,59.66386554621849,39.233301028967944,R,1785100.0,1750760.0,0,True,4,47904348000.0,-3688024000.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:15,1
73,249420,일동제약,KOSPI,1233891828000,기타,39000.0,23.0,0.0,12.0,8,9.0,52.0,36400.0,6.666666666666667,61.34453781512605,29.794907247382273,-,38842.5,33966.0,8,False,4,2145209400.0,-1221488500.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:14,1
74,196170,알테오젠,KOSDAQ GLOBAL,27715998184000,기타,518000.0,22.0,10.0,8.0,2,9.0,51.0,476560.0,8.0,63.02521008403362,40.265406960672586,B,461050.0,491020.0,0,False,1,-12507741500.0,-47714024500.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
75,011210,현대위아,KOSPI,2412203862100,기타,88700.0,25.0,15.0,0.0,2,9.0,51.0,81604.0,8.0,100.0,65.1622862149611,R,79155.0,67740.0,0,True,1,-15096475200.0,-3300543000.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
76,271560,오리온,KOSPI,4321299227600,기타,109300.0,13.0,20.0,0.0,9,9.0,51.0,102000.0,6.678865507776761,15.126050420168067,19.020130366777003,R,105815.0,104824.0,0,True,1,4829362100.0,10454880000.0,20.0,0.0,0.0,0,0,,,0,2026-01-18 23:15,1
77,031980,피에스케이홀딩스,KOSDAQ,1250618910000,기타,58000.0,25.0,0.0,8.0,9,9.0,51.0,53360.0,8.0,52.10084033613445,57.65515893831495,-,48607.5,46802.0,0,False,1,3953945100.0,18607519200.0,0.0,8.0,8.0,0,0,,,0,2026-01-18 23:15,1
78,298380,에이비엘바이오,KOSDAQ,10887220087500,기타,197500.0,23.0,10.0,8.0,0,9.0,50.0,181700.0,8.0,70.58823529411765,25.77971061754591,B,196770.0,179780.0,0,False,0,-4305187000.0,-67549696700.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
79,006120,SK디스커버리,KOSPI,1124723511500,기타,61300.0,19.0,5.0,12.0,4,10.0,50.0,58600.0,4.404567699836868,10.084033613445378,21.737635183343823,-,60240.0,61016.0,7,False,0,-444665900.0,1106501800.0,5.0,12.0,12.0,0,0,,,0,2026-01-18 23:14,1
80,402340,SK스퀘어,KOSPI,58976896847500,기타,446500.0,25.0,15.0,0.0,5,5.0,50.0,398500.0,10.750279955207166,52.94117647058823,69.84510597766128,R,377975.0,329750.0,0,True,1,77513141000.0,-25187554500.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
81,000660,SK하이닉스,KOSPI,550369787940000,기타,756000.0,25.0,15.0,0.0,4,5.0,49.0,671000.0,11.243386243386242,41.1764705882353,73.2467713928208,R,668350.0,605680.0,0,True,0,-1022634258000.0,697095453000.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
82,064400,LG씨엔에스,KOSPI,6588244464000,기타,68000.0,22.0,0.0,18.0,4,5.0,49.0,59400.0,12.647058823529411,33.61344537815126,33.004265145948565,-,63030.0,61114.0,4,False,0,-26631042700.0,7879337800.0,0.0,18.0,18.0,0,0,,,0,2026-01-18 23:14,1
83,403870,HPSP,KOSDAQ GLOBAL,2989077806000,기타,35750.0,25.0,5.0,8.0,4,7.0,49.0,32700.0,8.531468531468532,26.050420168067227,58.52018132166271,-,32770.0,31364.0,0,False,0,-36754141250.0,34124422700.0,5.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
84,476060,온코닉테라퓨틱스,KOSDAQ,892021813300,기타,20050.0,24.0,0.0,12.0,4,9.0,49.0,18600.0,7.231920199501247,39.49579831932773,32.13291805952033,-,20041.0,17997.8,8,False,0,-10662023440.0,256630230.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:14,1
85,042700,한미반도체,KOSPI,17013227700000,기타,178500.0,25.0,15.0,0.0,4,5.0,49.0,153200.0,14.173669467787114,66.38655462184875,60.731054367415176,R,152140.0,135094.0,2,True,0,-18313905700.0,46838713100.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
86,307950,현대오토에버,KOSPI,13067527423000,기타,476500.0,25.0,15.0,0.0,0,9.0,49.0,438380.0,8.0,100.0,60.617091225008735,R,364825.0,279780.0,2,True,0,-5521560000.0,-27319016000.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
87,005490,POSCO홀딩스,KOSPI,26829273588000,기타,331500.0,23.0,5.0,8.0,7,5.0,48.0,297000.0,10.407239819004525,5.882352941176471,29.901726278637312,-,313775.0,312150.0,0,False,0,143876365000.0,111727298500.0,5.0,8.0,8.0,0,0,,,0,2026-01-18 23:15,1
88,100790,미래에셋벤처투자,KOSDAQ,680526561540,기타,12810.0,19.0,0.0,12.0,8,9.0,48.0,11950.0,6.713505074160812,91.59663865546219,34.85135511441859,-,14169.5,11024.4,8,False,3,9404931210.0,-13291329110.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:15,1
89,161580,필옵틱스,KOSDAQ,1041422241500,기타,44500.0,23.0,10.0,8.0,0,7.0,48.0,40850.0,8.202247191011235,26.89075630252101,28.096866914409123,C,44127.5,43987.0,1,False,0,-1511203050.0,-1238426800.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:14,1
90,030530,원익홀딩스,KOSDAQ,3282614192500,기타,42500.0,25.0,0.0,12.0,4,7.0,48.0,38400.0,9.647058823529411,34.45378151260504,47.255039008081496,-,40287.5,32886.0,9,False,0,-24320085250.0,2984539050.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:15,1
91,003380,하림지주,KOSDAQ GLOBAL,1243262393100,기타,11100.0,24.0,0.0,12.0,5,7.0,48.0,10100.0,9.00900900900901,89.91596638655462,33.51010010666992,-,10642.5,9506.2,6,False,3,-1234989240.0,-121004340.0,0.0,12.0,12.0,0,0,,,0,2026-01-18 23:15,1
92,000670,영풍,KOSPI,970785915000,기타,53700.0,17.0,10.0,8.0,3,9.0,47.0,49404.0,8.0,73.10924369747899,58.87365777166737,B,49361.85,55362.96,0,False,0,481289250.0,-1531424150.0,10.0,8.0,8.0,0,0,,,0,2026-01-18 23:15,1
93,080220,제주반도체,KOSDAQ,1062561398050,기타,30850.0,25.0,15.0,0.0,0,7.0,47.0,28250.0,8.427876823338735,100.0,73.7253102624406,R,26131.0,21964.6,0,True,0,-9321077900.0,-471600600.0,15.0,0.0,0.0,0,0,,,0,2026-01-18 23:14,1
