rank,code,name,market,mktcap,sector,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,memory_price,vol_ratio,tags,dryup_count,rebreakout,foreign_consec_buy,foreign_net_5d,inst_net_5d,trigger_score,liq_score,keywords,news_count,scan_date,chunk
88,012330,현대모비스,KOSPI,41510156722500,기타,457500.0,25.0,10.0,10.0,4,9.0,58.0,420900.0,8.0,100.0,44.262547881258854,R,391550.0,348730.0,434488.1200010656,451000.0,1.56,🧠Memory 🔥Past 🚀Pivot,0,True,0,-264358697500.0,101793703500.0,10.0,10.0,,0,2026-01-19 08:20,1
89,042700,한미반도체,KOSPI,16917915500000,기타,177500.0,25.0,10.0,10.0,4,9.0,58.0,164800.0,7.154929577464789,38.983050847457626,61.2870336076436,-,155020.0,135982.0,179551.48097482498,167300.0,0.37,🚪Door 🔥Past 💧Dry,3,False,0,-18313905700.0,46838713100.0,10.0,10.0,,0,2026-01-19 08:20,1
90,098460,고영,KOSDAQ,2059642650000,기타,30000.0,25.0,10.0,10.0,4,9.0,58.0,27600.0,8.0,54.23728813559322,46.23268353054994,B,25855.0,23911.6,31279.80580364285,20100.0,1.73,🚪Door 🔥Past 🚀Pivot,2,False,0,-18973607500.0,950087450.0,10.0,10.0,,0,2026-01-19 08:20,1
91,010120,LS ELECTRIC,KOSPI,15990000000000,기타,533000.0,23.0,20.0,5.0,4,5.0,57.0,468000.0,12.195121951219512,5.084745762711864,27.562318935585925,-,488775.0,480420.0,543272.9061387607,367000.0,0.86,🚪Door 🧘Squeeze 🔥Past,0,False,0,-9966466500.0,21281030000.0,20.0,5.0,,0,2026-01-19 08:20,1
92,005850,에스엘,KOSPI,2433902448000,기타,52400.0,24.0,10.0,10.0,4,9.0,57.0,48208.0,8.0,100.0,39.71422282729179,R,44475.0,41381.0,49646.707081327695,50000.0,1.95,🧠Memory 🔥Past 🚀Pivot,0,True,0,-16689379000.0,16047841300.0,10.0,10.0,,0,2026-01-19 08:20,1
93,083450,GST,KOSDAQ,506825000000,기타,27500.0,20.0,10.0,12.0,4,10.0,56.0,26500.0,3.6363636363636362,16.949152542372882,42.19637707662695,-,27727.5,26944.0,30641.429090206486,29300.0,0.37,🧘Squeeze 🔥Past 💧Dry+,5,False,0,-2183080550.0,166188950.0,10.0,12.0,,0,2026-01-19 08:20,1
94,011210,현대위아,KOSPI,2501947636000,기타,92000.0,25.0,10.0,10.0,2,9.0,56.0,84640.0,8.0,100.0,65.9109599964003,R,80075.0,68472.0,89099.46724111798,83800.0,1.46,🚪Door 🔥Past 🚀Pivot,0,True,1,-15096475200.0,-3300543000.0,10.0,10.0,,0,2026-01-19 08:20,1
95,030530,원익홀딩스,KOSDAQ,3421642558300,기타,44300.0,25.0,10.0,12.0,4,5.0,56.0,38400.0,13.31828442437923,13.559322033898304,43.89814255712427,-,40905.0,33128.0,46943.57534699893,37500.0,0.43,🧘Squeeze 🔥Past 💧Dry+,9,False,0,-24320085250.0,2984539050.0,10.0,12.0,,0,2026-01-19 08:20,1
96,086520,에코프로,KOSDAQ GLOBAL,12898734440000,기타,95000.0,25.0,10.0,10.0,4,7.0,56.0,87100.0,8.31578947368421,0.0,52.96137469809475,-,94180.0,93912.0,111880.714530906,117500.0,0.9,🧘Squeeze 🔥Past 💧Dry,3,False,0,-28862247200.0,258109100.0,10.0,10.0,,0,2026-01-19 08:20,1
97,128940,한미약품,KOSPI,5694485499500,기타,444500.0,15.0,20.0,10.0,2,9.0,56.0,420000.0,5.511811023622047,0.0,40.296997194950514,-,448475.0,447850.0,493078.27774581744,428000.0,1.26,🧘Squeeze 🧠Memory 🔥Past 🚀Pivot,0,False,2,-31826413500.0,-69619533500.0,20.0,10.0,,0,2026-01-19 08:20,1
98,002960,한국쉘석유,KOSPI,561600000000,기타,432000.0,12.0,20.0,10.0,3,10.0,55.0,426500.0,1.2731481481481481,6.779661016949152,46.44128237004272,-,446375.0,454320.0,477326.10937974957,450500.0,1.28,🧘Squeeze 🧠Memory 🔥Past 🚀Pivot,2,False,0,125432500.0,-281413000.0,20.0,10.0,,0,2026-01-19 08:20,1
99,352820,하이브,KOSPI,15616270334000,기타,366500.0,25.0,10.0,13.0,0,5.0,53.0,319500.0,12.824010914051842,93.22033898305085,45.450419622207086,R,329550.0,309230.0,350494.52223148174,309500.0,2.04,🚪Door 🔥Past 🚀Pivot+,0,True,0,-16328812000.0,-53494287000.0,10.0,13.0,,0,2026-01-19 08:20,1
100,417200,LS머트리얼즈,KOSDAQ,914663949680,기타,13520.0,20.0,10.0,15.0,0,7.0,52.0,12310.0,8.949704142011834,11.864406779661017,12.495316963447921,-,12887.0,12613.2,14426.619519569484,15500.0,1.75,🧘Squeeze 🔥Past 💧Dry 🚀Pivot,3,False,0,-1475213410.0,-695997130.0,10.0,15.0,,0,2026-01-19 08:20,1
