rank,code,name,market,mktcap,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,dryup_count,rebreakout,trigger_score,liq_score,vol_score,momentum_score,news_score,news_summary,foreign_consec_buy,foreign_net_5d,inst_net_5d,keywords,news_count,scan_date,chunk
92,475830,오름테라퓨틱,KOSDAQ,2586102422400,121800.0,25.0,0.0,5.0,0,5.0,35.0,108700.0,10.755336617405582,92.43697478991596,66.65088659245198,-,115820.0,85492.0,3,False,0.0,5.0,5.0,0,0,,0,-78499.0,-87032.0,,0,2026-01-18 05:45,1
10,211270,AP위성,KOSDAQ,219749169280,14570.0,23.0,0.0,0.0,4,7.0,34.0,13190.0,9.471516815374056,100.0,65.00563865266948,-,13497.0,12208.4,2,False,0.0,0.0,0.0,0,0,,0,-11303.0,93370.0,,0,2026-01-18 05:41,2
94,98460,고영,KOSDAQ,1949795042000,28400.0,25.0,0.0,0.0,4,5.0,34.0,25250.0,11.091549295774648,77.3109243697479,40.98892294025291,-,25577.5,23637.2,2,False,0.0,0.0,0.0,0,0,,0,-691024.0,21720.0,,0,2026-01-18 05:46,1
93,399720,가온칩스,KOSDAQ,700665368000,60400.0,25.0,0.0,0.0,4,5.0,34.0,51400.0,14.90066225165563,100.0,53.57240863047405,-,54147.5,50747.0,0,False,0.0,0.0,0.0,0,0,,0,-86458.0,4212.0,,0,2026-01-18 05:46,1
11,24060,흥구석유,KOSDAQ,201450000000,13430.0,25.0,0.0,0.0,4,5.0,34.0,11830.0,11.913626209977664,67.22689075630252,50.96119584565876,-,12495.0,12282.8,0,False,0.0,0.0,0.0,0,0,,0,-163758.0,499.0,,0,2026-01-18 05:41,2
95,352820,하이브,KOSPI,14325028436000,336500.0,25.0,0.0,0.0,0,9.0,34.0,319500.0,5.052005943536404,37.81512605042017,46.88915842989056,-,326425.0,308540.0,0,False,0.0,0.0,0.0,0,0,,0,-51019.0,-161980.0,,0,2026-01-18 05:45,1
96,89030,테크윙,KOSDAQ,1832302745250,49450.0,22.0,0.0,0.0,2,9.0,33.0,46350.0,6.268958543983821,44.53781512605042,43.36363567716548,-,47027.5,48859.0,0,False,0.0,0.0,0.0,0,0,,1,-72218.0,-249099.0,,0,2026-01-18 05:46,1
97,78930,GS,KOSPI,5537756528800,59600.0,21.0,0.0,0.0,3,9.0,33.0,55400.0,7.046979865771812,47.89915966386555,33.98212583856196,-,56745.0,57037.0,0,False,0.0,0.0,0.0,0,0,,0,40452.0,-3029.0,,0,2026-01-18 05:46,1
98,100090,SK오션플랜트,KOSPI,1258934299350,20150.0,17.0,5.0,0.0,0,10.0,32.0,19300.0,4.218362282878412,20.16806722689076,32.33801304711343,-,20254.0,19588.0,0,False,5.0,0.0,0.0,0,0,,0,-80433.0,-145410.0,,0,2026-01-18 05:46,1
99,128940,한미약품,KOSPI,5591997571500,436500.0,12.0,0.0,8.0,2,10.0,32.0,420000.0,3.7800687285223367,36.97478991596638,45.35672106898743,-,447975.0,448140.0,0,False,0.0,8.0,8.0,0,0,,2,-72422.0,-163417.0,,0,2026-01-18 05:46,1
12,49070,인탑스,KOSDAQ,343312000000,19960.0,25.0,0.0,0.0,2,5.0,32.0,17120.0,14.228456913827657,100.0,51.30701965668921,-,18182.5,16183.6,0,False,0.0,0.0,0.0,0,0,,1,-87656.0,-73611.0,,0,2026-01-18 05:41,2
100,77970,STX엔진,KOSPI,1481463524700,36900.0,20.0,5.0,0.0,0,5.0,30.0,32500.0,11.924119241192413,15.966386554621849,18.562220107820696,-,36340.0,34636.0,0,False,5.0,0.0,0.0,0,0,,0,-30962.0,-600.0,,0,2026-01-18 05:46,1
13,92200,디아이씨,KOSPI,465885056620,11980.0,17.0,0.0,0.0,4,9.0,30.0,11320.0,5.509181969949917,80.67226890756302,23.54683012168002,-,12650.5,10187.6,1,False,0.0,0.0,0.0,0,0,,0,-166331.0,443.0,,0,2026-01-18 05:41,2
14,39440,에스티아이,KOSDAQ,465986762350,30050.0,19.0,0.0,0.0,0,10.0,29.0,29400.0,2.1630615640599005,94.11764705882354,35.246223740608784,-,31167.5,27803.0,1,False,0.0,0.0,0.0,0,0,,0,-35867.0,-228200.0,,0,2026-01-18 05:41,2
