rank,code,name,market,close,trend_score,trigger_score,liq_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,vol_score,momentum_score,news_score,news_summary,keywords,news_count,scan_date,chunk
173,11790,SKC,KOSPI,106000.0,27.0,0.0,10.0,37.0,101600.0,4.150943396226415,46.21848739495798,21.038338741973444,-,105785.0,110104.0,0.0,0,0,,"반도체, skc는, 유리기판, 기판, up, skc가",10,2026-01-17 23:21,1
178,96770,SK이노베이션,KOSPI,105400.0,27.0,0.0,10.0,37.0,99300.0,5.787476280834915,54.6218487394958,46.212099789593445,-,104235.0,111806.0,0.0,0,0,,"skt, 폐배터리, quot, sk이노베이션, sk, ai",10,2026-01-17 23:18,1
177,326030,SK바이오팜,KOSPI,120400.0,27.0,0.0,10.0,37.0,118000.0,1.9933554817275747,63.02521008403362,47.56939927273629,-,125230.0,128302.0,0.0,0,0,,"quot, 임상, sk바이오팜, 셀트리온, 바이오, 신약",10,2026-01-17 23:19,1
176,65350,신성델타테크,KOSDAQ,57900.0,20.0,5.0,12.0,37.0,53200.0,8.117443868739207,31.09243697478992,17.35074989236394,-,57450.0,57488.0,5.0,0,0,,"신성델타테크, 1년, 시총, 엔켐, 시총이, 국내",10,2026-01-17 23:24,1
175,175330,JB금융지주,KOSPI,23950.0,27.0,0.0,10.0,37.0,23800.0,0.6263048016701461,52.10084033613445,30.4759997324482,-,25075.0,24523.0,0.0,0,0,,"지배구조, quot, jb금융지주, 우리금융지주, 이달, 있다",10,2026-01-17 23:20,1
174,810,삼성화재,KOSPI,486500.0,27.0,0.0,10.0,37.0,466000.0,4.213771839671121,64.70588235294117,41.65526426801524,-,487125.0,491270.0,0.0,0,0,,"25, ok저축은행은, quot, v리그, 삼성화재에, 세트",10,2026-01-17 23:18,1
168,214450,파마리서치,KOSDAQ GLOBAL,420500.0,18.0,5.0,14.0,37.0,410000.0,2.4970273483947683,39.49579831932773,27.52525766831327,-,416850.0,425970.0,5.0,0,0,,"파마리서치, quot, 바이오, 파마리서치바이오, 한편, 디앤디파마텍",10,2026-01-17 23:20,1
172,32640,LG유플러스,KOSPI,14930.0,27.0,0.0,10.0,37.0,14140.0,5.291359678499665,53.78151260504202,24.772036200229543,-,14900.5,15181.6,0.0,0,0,,"계약학과, lg유플러스, 지난해, 해킹, 증가한, 현대자동차",10,2026-01-17 23:20,1
169,30000,제일기획,KOSPI,20800.0,27.0,0.0,10.0,37.0,20150.0,3.125,56.30252100840336,67.1950835798133,-,21535.0,22016.0,0.0,0,0,,"광고, 상장기업, 광고 상장기업, 1월, 브랜드평판, 제일기획",10,2026-01-17 23:22,1
167,376300,디어유,KOSDAQ,33600.0,18.0,5.0,14.0,37.0,33400.0,0.5952380952380952,19.327731092436974,46.67803828646338,-,37092.5,34697.0,5.0,0,0,,"quot, 실적, 플랫폼, 디어유, 중국, 노머스",10,2026-01-17 23:27,1
171,237690,에스티팜,KOSDAQ GLOBAL,122400.0,25.0,0.0,12.0,37.0,112500.0,8.088235294117647,83.19327731092437,16.985864179981018,-,124890.0,116192.0,0.0,0,0,,"에스티팜, 동아에스티, 대비, 전거래일 대비, 전거래일, mrna",10,2026-01-17 23:22,1
170,302440,SK바이오사이언스,KOSPI,48800.0,27.0,0.0,10.0,37.0,46800.0,4.098360655737705,47.05882352941177,46.942437371152494,-,49065.0,51740.0,0.0,0,0,,"sk바이오사이언스, 삼성바이오로직스, 한미약품, 역시, sk, 1월",10,2026-01-17 23:21,1
180,33780,KT&G,KOSPI,142300.0,20.0,5.0,10.0,35.0,140000.0,1.6163035839775124,33.61344537815126,22.831368769947847,-,143510.0,142670.0,5.0,0,0,,"quot, amp, kt amp, kt, 소송, 상대로",10,2026-01-17 23:18,1
181,475150,SK이터닉스,KOSPI,20150.0,18.0,5.0,12.0,35.0,19890.0,1.2903225806451613,0.0,22.068890990424737,-,21001.5,20131.6,5.0,0,0,,"sk이터닉스, quot, 관련주, 태양광, 한화, 20",10,2026-01-17 23:28,1
182,356860,티엘비,KOSDAQ,58300.0,12.0,5.0,18.0,35.0,54500.0,6.518010291595197,10.084033613445378,16.76408254473403,-,59125.0,63186.0,5.0,0,0,,"월드클래스기업협회, quot, 티엘비, 유니테크, 대성하이텍, 테크로스 티엘비",10,2026-01-17 23:29,1
179,32350,롯데관광개발,KOSPI,20900.0,23.0,0.0,12.0,35.0,20250.0,3.110047846889952,52.94117647058823,26.48623322817505,-,21930.0,21201.2,0.0,0,0,,"김기병, 롯데관광개발, 김한준, 주식, 차남, 회장",10,2026-01-17 23:24,1
183,35900,JYP Ent.,KOSDAQ GLOBAL,68700.0,18.0,0.0,16.0,34.0,68400.0,0.4366812227074235,84.03361344537815,54.02512064876546,-,70925.0,69630.0,0.0,0,0,,"69, jyp, jyp ent, ent, quot, 등이",10,2026-01-17 23:22,1
184,310210,보로노이,KOSDAQ,196000.0,17.0,5.0,12.0,34.0,187000.0,4.591836734693878,0.0,21.773269126384957,-,210925.0,219170.0,5.0,0,0,,"보로노이, 대비, 알테오젠, 전거래일 대비, 전거래일, 보로노이는",10,2026-01-17 23:21,1
185,5830,DB손해보험,KOSPI,123800.0,17.0,5.0,10.0,32.0,120600.0,2.5848142164781907,35.294117647058826,22.758611241807785,-,125710.0,126616.0,5.0,0,0,,"db손해보험, 각각, 계열사, 삼성화재, 현대해상, quot",10,2026-01-17 23:19,1
186,9830,한화솔루션,KOSPI,28650.0,20.0,0.0,12.0,32.0,25700.0,10.296684118673648,42.85714285714285,12.846844520443442,-,27362.5,27528.0,0.0,0,0,,"한화, 조선, 방산, 한화오션, 한화솔루션, 방산 조선",10,2026-01-17 23:20,1
188,112040,위메이드,KOSDAQ,26400.0,18.0,0.0,12.0,30.0,24000.0,9.090909090909092,41.1764705882353,25.12082514398216,-,26297.5,26740.0,0.0,0,0,,"미드나잇, 위메이드, 미드나잇 워커스, 워커스, 등이, 위메이드맥스",10,2026-01-17 23:26,1
189,21240,코웨이,KOSPI,76100.0,15.0,5.0,10.0,30.0,75300.0,1.0512483574244416,31.932773109243698,55.27601939968166,-,84055.0,86514.0,5.0,0,0,,"테라솔, 의료기기, 가정용, 가정용 의료기기, 요실금, 코웨이",10,2026-01-17 23:20,1
187,90430,아모레퍼시픽,KOSPI,121400.0,15.0,5.0,10.0,30.0,116400.0,4.118616144975288,12.605042016806722,20.281428108156764,-,120880.0,123532.0,5.0,0,0,,"샤인, 틴티드 샤인, 센슈얼, 틴티드, 센슈얼 틴티드, 세럼",10,2026-01-17 23:19,1
190,241710,코스메카코리아,KOSDAQ,66700.0,12.0,5.0,12.0,29.0,64200.0,3.748125937031484,1.680672268907563,9.823797182567942,-,68370.0,69800.0,5.0,0,0,,"화장품, 코스메카코리아, 브랜드평판, 상장기업, 아모레퍼시픽, 화장품 상장기업",10,2026-01-17 23:28,1
191,328130,루닛,KOSDAQ,38900.0,15.0,0.0,14.0,29.0,37250.0,4.241645244215938,68.90756302521008,34.6267698940208,-,40685.0,39786.0,0.0,0,0,,"유동근, 루닛, 유동근 루닛, kaist, caio, 혁신창업",10,2026-01-17 23:25,1
192,228760,지노믹트리,KOSDAQ,26200.0,15.0,0.0,14.0,29.0,25400.0,3.0534351145038165,40.33613445378151,15.667764226118225,-,28125.0,26636.0,0.0,0,0,,"bcd, plus, bcd plus, 지노믹트리, 얼리텍, 방광암",10,2026-01-17 23:29,1
193,35720,카카오,KOSPI,57300.0,12.0,5.0,12.0,29.0,57100.0,0.3490401396160558,13.445378151260504,13.530142174546729,-,59265.0,59940.0,5.0,0,0,,"계약학과, 카카오엔터프라이즈, 대기업 계약학과, 대기업, ai, 하이트진로",10,2026-01-17 23:18,1
194,294870,HDC현대산업개발,KOSPI,20550.0,13.0,5.0,10.0,28.0,20100.0,2.18978102189781,37.81512605042017,18.29125455626236,-,20915.0,20123.8,5.0,0,0,,"hdc현대산업개발, quot, 더샵, ai, 대표, 민주당",10,2026-01-17 23:24,1
201,161890,한국콜마,KOSPI,63900.0,10.0,5.0,12.0,27.0,61700.0,3.442879499217528,16.80672268907563,14.410684634146149,-,63300.0,64932.0,5.0,0,0,,"화장품, 2026년, 1월, 아모레퍼시픽, 상장기업, 브랜드평판",10,2026-01-17 23:24,1
205,383220,F&F,KOSPI,65900.0,17.0,0.0,10.0,27.0,61400.0,6.828528072837632,59.66386554621849,44.76793279658652,-,69530.0,70988.0,0.0,0,0,,"아홉, dn, amp, 세부, up, 000",10,2026-01-17 23:22,1
204,213420,덕산네오룩스,KOSDAQ GLOBAL,35500.0,10.0,5.0,12.0,27.0,35000.0,1.4084507042253522,2.5210084033613445,26.73541663599687,-,37167.5,38649.0,5.0,0,0,,"덕산네오룩스, 이녹스첨단소재, 있다, 선익시스템, 하락, 피엔에치이테크 신도기연",10,2026-01-17 23:27,1
203,100,유한양행,KOSPI,107900.0,17.0,0.0,10.0,27.0,106300.0,1.4828544949026876,50.42016806722689,42.65478977118067,-,113045.0,115920.0,0.0,0,0,,"모발, 유한양행, 모큐락, 모발 유산균, 유산균, 유산균 모큐락",10,2026-01-17 23:19,1
202,112610,씨에스윈드,KOSPI,40800.0,15.0,0.0,12.0,27.0,39000.0,4.411764705882353,61.34453781512605,42.976220780945255,-,41912.5,42448.0,0.0,0,0,,"구조물, 씨에스윈드, 정정, 규모, 풍력발전기 구조물, 풍력발전기",10,2026-01-17 23:24,1
199,7390,네이처셀,KOSDAQ,20100.0,12.0,5.0,10.0,27.0,19800.0,1.4925373134328357,13.445378151260504,39.90979520567976,-,21395.0,22956.0,5.0,0,0,,"네이처셀, 에스엘테라퓨틱스, 메디톡스, 20, 네이처셀은, 텔콘rf제약",10,2026-01-17 23:25,1
200,36460,한국가스공사,KOSPI,39050.0,17.0,0.0,10.0,27.0,38000.0,2.6888604353393086,45.37815126050421,53.75010212824106,-,39547.5,40745.0,0.0,0,0,,"quot, 아시아, 올스타전, 서울, 전야제, 한국가스공사",10,2026-01-17 23:21,1
197,281740,레이크머티리얼즈,KOSDAQ,13970.0,15.0,0.0,12.0,27.0,13780.0,1.3600572655690766,53.78151260504202,16.785315761653113,-,14739.0,14325.0,0.0,0,0,,"레이크머티리얼즈, 반도체, 있다, 재료, 반도체 재료, 소재",10,2026-01-17 23:26,1
196,3230,삼양식품,KOSPI,1195000.0,10.0,5.0,12.0,27.0,1130000.0,5.439330543933055,7.563025210084033,28.57918855554484,-,1233500.0,1290780.0,5.0,0,0,,"불닭, 삼양식품, 할랄, 소스, 협의체, 글로벌",10,2026-01-17 23:19,1
195,257720,실리콘투,KOSDAQ,42050.0,10.0,5.0,12.0,27.0,39650.0,5.707491082045184,33.61344537815126,18.492200891855894,-,40867.5,42335.0,5.0,0,0,,"시놉시스, ip, 거래를, sassine, 강화에 집중하고, 집중하고",10,2026-01-17 23:22,1
198,78600,대주전자재료,KOSDAQ,59400.0,15.0,0.0,12.0,27.0,58900.0,0.8417508417508417,100.0,67.46988629183791,-,63570.0,69840.0,0.0,0,0,,"시장, 대주전자재료, quot, 배터리, 있다, 소재",10,2026-01-17 23:26,1
206,11200,HMM,KOSPI,20000.0,11.0,5.0,10.0,26.0,19640.0,1.7999999999999998,0.8403361344537815,26.132375068134827,-,20333.0,20016.6,5.0,0,0,,"대표, hmm, 아비커스, 자율운항, hd한국조선해양, 대표 hmm",10,2026-01-17 23:18,1
207,141080,리가켐바이오,KOSDAQ GLOBAL,166800.0,12.0,0.0,14.0,26.0,157000.0,5.875299760191846,41.1764705882353,16.68881995340725,-,172840.0,174702.0,0.0,0,0,,"바이오, 리가켐바이오, 상승, 코스닥, 펩트론, 글로벌",10,2026-01-17 23:20,1
210,251270,넷마블,KOSPI,50100.0,10.0,5.0,10.0,25.0,47650.0,4.890219560878244,31.932773109243698,15.773692881675458,-,49297.5,51142.0,5.0,0,0,,"일곱, 개의, 대죄, 일곱 개의, 개의 대죄, 넷마블",10,2026-01-17 23:21,1
211,51900,LG생활건강,KOSPI,264500.0,15.0,0.0,10.0,25.0,256500.0,3.0245746691871456,64.70588235294117,20.887201074936936,-,263200.0,273740.0,0.0,0,0,,"글로벌, 사업, 아모레퍼시픽, 화장품, 스타트업, 1월",10,2026-01-17 23:21,1
212,6360,GS건설,KOSPI,19090.0,8.0,5.0,12.0,25.0,18450.0,3.352540597171294,36.97478991596638,23.144312104014748,-,19307.5,19171.4,5.0,0,0,,"quot, 창원자이, 스카이, 창원자이 스카이, gs건설, gs건설은",10,2026-01-17 23:24,1
209,88980,맥쿼리인프라,KOSPI,11270.0,15.0,0.0,10.0,25.0,11040.0,2.0408163265306123,100.0,61.9992070672635,-,11305.0,11422.8,0.0,0,0,,"11, 지난, 네이버페이, 맥쿼리인프라, 지난 종가, 종가",10,2026-01-17 23:20,1
208,4370,농심,KOSPI,412500.0,10.0,5.0,10.0,25.0,400500.0,2.909090909090909,20.16806722689076,26.712313564819286,-,423600.0,433250.0,5.0,0,0,,"그룹, 유럽, 성장한, 농심, 피어엑스, 미국",10,2026-01-17 23:22,1
213,138040,메리츠금융지주,KOSPI,105400.0,8.0,5.0,10.0,23.0,99700.0,5.407969639468691,36.134453781512605,25.985291715037917,-,107650.0,110154.0,5.0,0,0,,"quot, 한국금융지주, 대비, 메리츠금융지주, 상향, 거래일",10,2026-01-17 23:18,1
214,358570,지아이이노베이션,KOSDAQ,14110.0,8.0,0.0,14.0,22.0,13300.0,5.740609496810772,85.71428571428571,26.83525384796481,-,16439.5,17355.4,0.0,0,0,,"지아이이노베이션, 주식, 장명호, quot, 15일, 13",10,2026-01-17 23:26,1
215,443060,HD현대마린솔루션,KOSPI,189600.0,7.0,0.0,12.0,19.0,180500.0,4.799578059071729,92.43697478991596,22.667608056462257,-,192410.0,199112.0,0.0,0,0,,"포인트, 외국인, 자회사, ls, 사업, 한화오션",10,2026-01-17 23:19,1
216,87010,펩트론,KOSDAQ,233000.0,2.0,0.0,14.0,16.0,224000.0,3.862660944206009,58.8235294117647,15.305290018540507,-,244450.0,276220.0,0.0,0,0,,"10, 펩트론, 상승, 삼천당제약, 알테오젠, 코스피",10,2026-01-17 23:20,1
217,323410,카카오뱅크,KOSPI,21350.0,0.0,5.0,10.0,15.0,21100.0,1.1709601873536302,0.0,10.770435864685057,-,21642.5,21688.0,5.0,0,0,,"정기예금, 카카오뱅크, 카카오, 기준, quot, 카카오페이",10,2026-01-17 23:19,1
218,377300,카카오페이,KOSPI,48600.0,0.0,5.0,10.0,15.0,47200.0,2.880658436213992,10.92436974789916,19.128562534276465,-,48772.5,49322.0,5.0,0,0,,"카카오페이, 결제, 스테이블코인, 할인, 혜택도, 제공한다",10,2026-01-17 23:20,1
219,33500,동성화인텍,KOSDAQ,26750.0,2.0,0.0,12.0,14.0,23950.0,10.46728971962617,66.38655462184875,13.546150318826903,-,26870.0,27339.0,0.0,0,0,,"동성화인텍, 29, lng, 네오위즈, 12일, 86점",10,2026-01-17 23:27,1
220,348370,엔켐,KOSDAQ,62900.0,0.0,0.0,12.0,12.0,60900.0,3.1796502384737675,90.7563025210084,12.721284250879563,-,64320.0,68658.0,0.0,0,0,,"엔켐, 등이, 전기차, 2차전지주, 솔브레인, 코스닥",10,2026-01-17 23:24,1
221,82270,젬백스,KOSDAQ,23500.0,0.0,0.0,12.0,12.0,22800.0,2.9787234042553195,100.0,17.87726517695888,-,26695.0,32300.0,0.0,0,0,,"23, 젬백스, 16일, 장중, 주가는, 1월",10,2026-01-17 23:26,1
222,97950,CJ제일제당,KOSPI,208500.0,0.0,0.0,10.0,10.0,200000.0,4.07673860911271,59.66386554621849,10.559014037321726,-,208900.0,213630.0,0.0,0,0,,"quot, cj제일제당, 할랄, 스낵, 선물세트, 협의체",10,2026-01-17 23:21,1
223,259960,크래프톤,KOSPI,234000.0,0.0,0.0,10.0,10.0,227500.0,2.7777777777777777,58.8235294117647,17.433203845893523,-,241000.0,249690.0,0.0,0,0,,"크래프톤, quot, 배틀그라운드, 에디션, 크래프톤은, 모바일",10,2026-01-17 23:19,1
