rank,code,name,market,mktcap,sector,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,dryup_count,rebreakout,foreign_consec_buy,foreign_net_5d,inst_net_5d,trigger_score,liq_score,vol_score,momentum_score,news_score,news_summary,keywords,news_count,scan_date,chunk
21,319400,현대무벡스,KOSDAQ,3892592563050,기타,34950.0,25.0,15.0,12.0,7,9.0,68.0,32154.0,8.0,100.0,73.07304820829016,R,22140.5,14662.0,8,True,0,10462928250.0,9488409400.0,15.0,12.0,12.0,0,0,,,0,2026-01-19 09:20,1
22,456040,OCI,KOSPI,631150897500,기타,70500.0,24.0,15.0,8.0,12,9.0,68.0,64860.0,8.0,100.0,32.367657198216776,R,61895.0,60760.0,0,True,4,9334090300.0,7804108100.0,15.0,8.0,8.0,0,0,,,0,2026-01-19 09:20,1
23,454910,두산로보틱스,KOSPI,6981111846000,기타,107700.0,24.0,15.0,8.0,12,9.0,68.0,99084.0,8.0,52.10084033613445,38.000501374513384,R,83960.0,80194.0,0,True,4,28669697100.0,33480057800.0,15.0,8.0,8.0,0,0,,,0,2026-01-19 09:20,1
24,298020,효성티앤씨,KOSPI,1268010826000,기타,293000.0,21.0,15.0,8.0,15,9.0,68.0,269560.0,8.0,89.91596638655462,27.824328742039928,R,236875.0,227690.0,0,True,8,14561265500.0,18739584500.0,15.0,8.0,8.0,0,0,,,0,2026-01-19 09:20,1
25,267250,HD현대,KOSPI,19392802367500,기타,245500.0,22.0,20.0,0.0,15,9.0,66.0,225860.0,8.0,21.008403361344538,62.0911096606113,R,205770.0,207242.0,0,True,5,12910791500.0,22588766000.0,20.0,0.0,0.0,0,0,,,0,2026-01-19 09:20,1
26,031980,피에스케이홀딩스,KOSDAQ,1282962502500,기타,59500.0,25.0,15.0,8.0,9,9.0,66.0,54740.0,8.0,55.46218487394958,61.46283914276439,R,49442.5,47061.0,0,True,1,3953945100.0,18607519200.0,15.0,8.0,8.0,0,0,,,0,2026-01-19 09:20,1
27,003490,대한항공,KOSPI,8947762062300,기타,24300.0,18.0,20.0,8.0,15,5.0,66.0,21600.0,11.11111111111111,18.48739495798319,13.7907120906123,R,22677.5,22236.0,0,True,6,100324901900.0,74676061600.0,20.0,8.0,8.0,0,0,,,0,2026-01-19 09:20,1
28,064960,SNT모티브,KOSPI,1007203322400,기타,37950.0,24.0,25.0,8.0,0,9.0,66.0,35100.0,7.5098814229249005,77.3109243697479,31.907587500255953,R,34820.0,33515.0,0,True,0,-4365738500.0,-2432448600.0,25.0,8.0,8.0,0,0,,,0,2026-01-19 09:20,1
29,000720,현대건설,KOSPI,12015287043500,기타,107900.0,25.0,15.0,0.0,15,9.0,64.0,99268.0,8.0,90.75630252100841,51.74053679756561,R,79675.0,71760.0,0,True,10,157577822400.0,63001568300.0,15.0,0.0,0.0,0,0,,,0,2026-01-19 09:21,1
30,437730,삼현,KOSDAQ,2320993904400,기타,73200.0,25.0,15.0,5.0,9,9.0,63.0,67344.0,8.0,84.87394957983193,50.86612458422683,R,60005.0,46093.0,4,True,2,16590523000.0,2622591600.0,15.0,5.0,5.0,0,0,,,0,2026-01-19 09:20,1
31,033100,제룡전기,KOSDAQ,634465155500,기타,39500.0,24.0,15.0,8.0,9,7.0,63.0,36150.0,8.481012658227847,7.563025210084033,30.750775280384353,B,37195.0,36289.0,0,False,1,1017356900.0,260574650.0,15.0,8.0,8.0,0,0,,,0,2026-01-19 09:20,1
32,016360,삼성증권,KOSPI,7456550000000,기타,83500.0,20.0,20.0,0.0,15,7.0,62.0,75700.0,9.341317365269461,5.042016806722689,27.565418206173995,R,78810.0,79096.0,0,True,10,63750643900.0,16864563400.0,20.0,0.0,0.0,0,0,,,0,2026-01-19 09:21,1
