rank,code,name,market,mktcap,sector,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,memory_near,trigger_score,liq_score,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
11,053610,프로텍,KOSDAQ,401500000000,기타,36500.0,23.0,20.0,12.0,6,9.0,70.0,34250.0,6.164383561643835,25.210084033613445,28.56095431431885,A,34932.5,34277.0,37381.12143480529,True,False,True,20.0,12.0,1,-638111600.0,334254600.0,2026-01-19 12:45,2,,0
12,244920,에이플러스에셋,KOSPI,248232469140,기타,10980.0,23.0,10.0,12.0,15,9.0,69.0,10101.6,8.0,100.0,25.530159501254825,B,9609.5,8582.2,11117.270039585632,True,False,False,10.0,12.0,5,6111463780.0,620386000.0,2026-01-19 12:45,2,,0
13,001940,KISCO홀딩스,KOSPI,374256432000,기타,26400.0,19.0,30.0,5.0,6,9.0,69.0,24750.0,6.25,10.084033613445378,21.201978897434664,R,25645.0,26021.0,27152.434571234156,True,True,True,30.0,5.0,1,-155238700.0,1274964000.0,2026-01-19 12:45,2,,0
14,007860,서연,KOSPI,258278284000,기타,11000.0,25.0,10.0,18.0,7,9.0,69.0,10120.0,8.0,43.69747899159664,51.78254641040032,B,9790.5,9649.0,10422.388703752968,False,False,True,10.0,18.0,0,392049020.0,378816460.0,2026-01-19 12:45,2,,0
15,230360,에코마케팅,KOSDAQ,493500227360,기타,15920.0,25.0,20.0,10.0,4,10.0,69.0,15890.0,0.18844221105527637,75.63025210084034,65.20881163332213,A,13912.5,12176.4,15838.899306831181,True,False,True,20.0,10.0,0,-7097774670.0,11882530500.0,2026-01-19 12:45,2,,0
16,170920,엘티씨,KOSDAQ,235051803500,기타,22250.0,25.0,20.0,10.0,4,9.0,68.0,20750.0,6.741573033707865,56.30252100840336,62.309233815248454,A,20656.0,18628.8,23317.996806968145,True,False,True,20.0,10.0,0,-5424633950.0,1417798050.0,2026-01-19 12:45,2,,0
17,058430,포스코스틸리온,KOSPI,248100000000,기타,41350.0,21.0,20.0,13.0,9,5.0,68.0,35850.0,13.301088270858525,42.016806722689076,29.40633614216299,A,38882.5,38481.0,40811.97286674578,True,False,True,20.0,13.0,2,1039640050.0,277843200.0,2026-01-19 12:45,2,,0
18,014830,유니드,KOSPI,474408760000,기타,70100.0,15.0,30.0,5.0,9,9.0,68.0,64600.0,7.845934379457916,3.361344537815126,23.67442574886158,R,68475.0,67252.0,72513.53921806441,True,True,True,30.0,5.0,1,333611200.0,708433500.0,2026-01-19 12:45,2,,0
19,003920,남양유업,KOSPI,306600000000,기타,51100.0,10.0,20.0,17.0,11,10.0,68.0,49050.0,4.011741682974559,0.0,18.88803172787117,A,50485.0,50697.0,53900.32978414219,False,True,True,20.0,17.0,5,286304300.0,-144811500.0,2026-01-19 12:45,2,,0
20,080160,모두투어,KOSDAQ,201096000000,기타,10640.0,10.0,30.0,10.0,8,9.0,67.0,9820.0,7.7067669172932325,0.0,17.127249107418738,R,10223.5,10366.8,11172.494725718014,True,True,True,30.0,10.0,4,741096670.0,-344028350.0,2026-01-19 12:45,2,,0
21,126700,하이비젼시스템,KOSDAQ,244154110080,기타,16340.0,20.0,20.0,5.0,12,9.0,66.0,15110.0,7.527539779681762,41.1764705882353,14.695626421827054,A,15928.5,15618.0,16613.142056944638,True,False,True,20.0,5.0,4,1482368660.0,181923680.0,2026-01-19 12:45,2,,0
22,371950,풍원정밀,KOSDAQ,288720861520,기타,12740.0,23.0,10.0,15.0,9,9.0,66.0,11720.800000000001,8.0,100.0,54.157743353724115,B,10635.5,9970.6,12037.628335996294,False,False,True,10.0,15.0,1,587282550.0,1000294140.0,2026-01-19 12:45,2,,0
23,034950,한국기업평가,KOSDAQ,441792012200,기타,97300.0,12.0,30.0,12.0,2,10.0,66.0,96000.0,1.3360739979445015,5.882352941176471,49.551922652591365,R,98435.0,98918.0,100869.85945690754,True,True,True,30.0,12.0,2,-89370600.0,-329341700.0,2026-01-19 12:45,2,,0
24,200710,에이디테크놀로지,KOSDAQ,457659989100,기타,34050.0,24.0,20.0,12.0,4,5.0,65.0,30250.0,11.16005873715125,78.15126050420169,35.04117976199466,A,31407.5,28042.0,35251.634685207086,True,False,True,20.0,12.0,0,-13624396600.0,29317450.0,2026-01-19 12:45,2,,0
25,110990,디아이티,KOSDAQ,338310000000,기타,17900.0,25.0,20.0,5.0,6,9.0,65.0,16870.0,5.754189944134079,63.865546218487395,48.56855178050157,A,16384.5,15263.8,18039.63737015173,True,False,True,20.0,5.0,1,-595196190.0,1187265920.0,2026-01-19 12:45,2,,0
