rank,code,name,market,mktcap,sector,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,memory_price,vol_ratio,tags,dryup_count,rebreakout,foreign_consec_buy,foreign_net_5d,inst_net_5d,trigger_score,liq_score,keywords,news_count,scan_date,chunk
80,015360,INVENI,KOSPI,376200000000,기타,66000.0,15.0,10.0,10.0,4,10.0,49.0,64100.0,2.878787878787879,66.10169491525424,18.78002258615013,-,66570.0,65488.0,70107.05874673904,67500.0,0.26,🧠Memory 🔥Past 💧Dry,4,False,0,-3499102900.0,42233600.0,10.0,10.0,,0,2026-01-19 08:19,2
81,007160,사조산업,KOSPI,277000000000,기타,55400.0,20.0,0.0,15.0,5,9.0,49.0,52200.0,5.776173285198556,64.40677966101696,55.176609437698225,-,55820.0,54010.0,61196.411047346926,59000.0,1.75,🔥Past 💧Dry 🚀Pivot,3,False,1,3246500.0,-1192900.0,0.0,15.0,,0,2026-01-19 08:19,2
82,140670,알에스오토메이션,KOSDAQ,280550504000,기타,21850.0,25.0,0.0,10.0,5,9.0,49.0,20102.0,8.0,100.0,53.13083984495678,R,17546.0,14930.4,19489.17052735751,17650.0,1.69,🔥Past 🚀Pivot,0,True,1,4562553730.0,-864099000.0,0.0,10.0,,0,2026-01-19 08:19,2
83,450950,아스테라시스,KOSDAQ,489092479680,기타,13040.0,15.0,10.0,10.0,4,9.0,48.0,12230.0,6.211656441717792,10.169491525423728,25.90114463517492,-,12721.5,13418.0,16230.674104523383,16100.0,0.65,🧘Squeeze 🔥Past 💧Dry,3,False,0,-1091905090.0,5790630.0,10.0,10.0,,0,2026-01-19 08:19,2
84,036560,KZ정밀,KOSDAQ,221287500000,기타,14050.0,15.0,10.0,13.0,0,10.0,48.0,13850.0,1.4234875444839856,11.864406779661017,44.22663677825947,-,14847.0,14741.0,15823.350993671404,15370.0,2.15,🧘Squeeze 🔥Past 🚀Pivot+,1,False,0,-32595760.0,-510180.0,10.0,13.0,,0,2026-01-19 08:19,2
85,344820,KCC글라스,KOSPI,426412670400,기타,26700.0,14.0,20.0,0.0,5,9.0,48.0,25000.0,6.367041198501873,25.423728813559322,38.67669062252666,-,26155.0,26590.0,27765.859774826436,27450.0,0.78,🚪Door 🧠Memory,0,False,1,366421250.0,-1413375250.0,20.0,0.0,,0,2026-01-19 08:19,2
86,065660,안트로젠,KOSDAQ,375228750000,기타,37500.0,20.0,10.0,5.0,3,10.0,48.0,36450.0,2.8000000000000003,86.44067796610169,48.75204728257437,-,43812.5,33937.0,52198.281705498215,36200.0,0.54,🧠Memory 🔥Past,1,False,0,1748598100.0,-1307946150.0,10.0,5.0,,0,2026-01-19 08:19,2
87,025000,KPX케미칼,KOSPI,201858484900,기타,46100.0,12.0,10.0,10.0,5,10.0,47.0,45000.0,2.386117136659436,91.52542372881356,83.43086970742615,-,46945.0,48025.54,51334.798275191955,47919.0,1.21,🧠Memory 🔥Past 🚀Pivot,1,False,1,50912900.0,-238272400.0,10.0,10.0,,0,2026-01-19 08:19,2
88,130660,한전산업,KOSPI,381420000000,기타,11700.0,14.0,10.0,13.0,5,5.0,47.0,10150.0,13.247863247863249,81.35593220338983,31.966776160653865,-,10766.0,11133.4,12700.5053803385,11550.0,2.14,🧠Memory 🔥Past 🚀Pivot+,0,False,1,2004824720.0,-198423320.0,10.0,13.0,,0,2026-01-19 08:19,2
89,029530,신도리코,KOSPI,466705342700,기타,46300.0,15.0,10.0,10.0,2,10.0,47.0,45600.0,1.511879049676026,64.40677966101696,65.01037547742723,-,48182.5,47835.0,52878.77800324724,44300.0,0.89,🧠Memory 🔥Past 💧Dry,4,False,1,-94956850.0,-150666850.0,10.0,10.0,,0,2026-01-19 08:19,2
90,190510,나무가,KOSDAQ,357453317650,기타,25450.0,25.0,10.0,5.0,0,7.0,47.0,23350.0,8.25147347740668,100.0,57.98470560198405,R,21925.0,18541.8,25024.72362717407,22250.0,0.49,🚪Door 🔥Past,1,True,0,-2885192350.0,-187048850.0,10.0,5.0,,0,2026-01-19 08:19,2
91,016610,DB증권,KOSPI,477946340140,기타,11260.0,19.0,10.0,5.0,2,10.0,46.0,11080.0,1.5985790408525755,57.6271186440678,30.452407382127024,-,11270.5,10735.0,11858.989920119147,10750.0,0.81,🧠Memory 🔥Past,0,False,1,-453293520.0,-276691110.0,10.0,5.0,,0,2026-01-19 08:19,2
92,051370,인터플렉스,KOSDAQ,247037928480,기타,10590.0,22.0,10.0,5.0,4,5.0,46.0,9520.0,10.103871576959396,59.32203389830509,50.84797219662645,-,10358.5,10395.2,11810.365474245204,11080.0,1.0,🧠Memory 🔥Past,0,False,0,-279812000.0,20661290.0,10.0,5.0,,0,2026-01-19 08:19,2
93,005710,대원산업,KOSDAQ,260288424000,기타,12990.0,11.0,10.0,15.0,0,10.0,46.0,12350.0,4.926866820631255,54.23728813559322,33.60339388152527,-,13539.0,13594.8,15567.352760357115,13180.0,1.36,🧠Memory 🔥Past 💧Dry 🚀Pivot,4,False,0,-862982270.0,-432723820.0,10.0,15.0,,0,2026-01-19 08:19,2
94,122640,예스티,KOSDAQ,364868440890,기타,17090.0,10.0,20.0,5.0,0,10.0,45.0,17000.0,0.5266237565827969,0.0,19.42281831533802,-,17906.0,17647.4,19787.54639645896,17970.0,0.82,🧘Squeeze 🧠Memory 🔥Past,0,False,0,-2044824650.0,-992230540.0,20.0,5.0,,0,2026-01-19 08:19,2
95,049070,인탑스,KOSDAQ,375820000000,기타,21850.0,25.0,0.0,13.0,2,5.0,45.0,19380.0,11.304347826086957,100.0,54.42538149427252,R,18503.5,16311.6,20658.47711155459,19820.0,2.01,🔥Past 🚀Pivot+,0,True,1,-1863159140.0,-1502785950.0,0.0,13.0,,0,2026-01-19 08:19,2
96,403550,쏘카,KOSPI,402970137540,기타,12270.0,13.0,20.0,5.0,2,5.0,45.0,10810.0,11.898940505297473,25.423728813559322,15.527744136171156,R,11733.0,11631.0,12046.186482475936,11740.0,1.95,🚪Door 🧠Memory 🚀Pivot,1,True,2,-2435260.0,-20892240.0,20.0,5.0,,0,2026-01-19 08:19,2
97,041920,메디아나,KOSDAQ,244938596910,기타,13170.0,25.0,10.0,5.0,0,5.0,45.0,11230.0,14.730447987851178,100.0,50.71546185528639,-,11113.0,8304.0,13717.436478469448,7880.0,0.62,🚪Door 🔥Past,1,False,0,-1581289770.0,-258150880.0,10.0,5.0,,0,2026-01-19 08:19,2
98,039440,에스티아이,KOSDAQ,465211410000,기타,30000.0,19.0,10.0,5.0,0,10.0,44.0,29400.0,2.0,84.7457627118644,32.30763690371686,-,31140.0,27969.0,34365.32610263412,28800.0,0.45,🧠Memory 🔥Past,2,False,0,-1098982350.0,-6842855700.0,10.0,5.0,,0,2026-01-19 08:19,2
99,456010,아이씨티케이,KOSDAQ,216590885320,기타,15580.0,19.0,10.0,5.0,0,9.0,43.0,14680.0,5.7766367137355585,1.694915254237288,32.837081175678215,-,15834.5,15424.8,18785.671772905804,17550.0,0.72,🧘Squeeze 🔥Past,0,False,0,-2134581450.0,-1614376610.0,10.0,5.0,,0,2026-01-19 08:19,2
100,017860,DS단석,KOSPI,324428711400,기타,18450.0,8.0,20.0,5.0,0,9.0,42.0,17180.0,6.8834688346883475,13.559322033898304,25.78652795079227,-,18388.35,18881.02,21186.794155262116,19260.0,0.86,🧘Squeeze 🧠Memory 🔥Past,0,False,0,-111947420.0,-59953930.0,20.0,5.0,,0,2026-01-19 08:19,2
