rank,code,name,market,mktcap,sector,close,stop,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,risk_pct,bbw_pct,adx,setup,ma20,ma60,bb_upper,door_knock,squeeze,score_details,foreign_consec_buy,foreign_net_5d,inst_net_5d,scan_date,chunk,keywords,news_count
19,230360,에코마케팅,KOSDAQ,489470388820,"온라인, 모바일 광고 종합대행업",15790.0,15770.0,25.0,10.0,12.0,4,10.0,61.0,0.1266624445851805,78.15126050420169,76.80842478612678,-,14356.5,12351.0,16198.071831913241,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_safe"": 10}",0,-6680001980.0,11161422020.0,2026-01-21 17:06,2,,0
20,035510,신세계 I&C,KOSPI,230545041000,"IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권",16490.0,15310.0,16.0,10.0,15.0,12,7.0,60.0,7.155852031534263,0.8403361344537815,31.094616263254867,-,16423.0,16632.0,17779.921460673613,False,True,"{""trend_ma20"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 3, ""risk_deduction"": -3}",3,1796341260.0,253057940.0,2026-01-21 17:07,2,,0
21,058430,포스코스틸리온,KOSPI,240600000000,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",40100.0,35850.0,24.0,10.0,13.0,12,1.0,60.0,10.598503740648379,44.53781512605042,30.92851940043292,-,38912.5,38598.0,40903.87269912349,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 5, ""risk_deduction"": -9}",3,982524950.0,311220950.0,2026-01-21 17:07,2,,0
22,034950,한국기업평가,KOSDAQ,443154166400,"신용평가, 컨설팅, 위험관리솔루션",97600.0,96000.0,12.0,20.0,12.0,5,10.0,59.0,1.639344262295082,5.882352941176471,50.31840871047428,R,98275.0,98886.0,100863.56761198133,True,True,"{""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_safe"": 10}",3,-70213800.0,-289432100.0,2026-01-21 17:06,2,,0
23,110990,디아이티,KOSDAQ,328293000000,평판디스플레이 검사장비,17370.0,16840.0,25.0,10.0,10.0,4,10.0,59.0,3.051237766263673,64.70588235294117,52.32543383458811,-,16751.0,15321.4,18213.24234977665,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""risk_safe"": 10}",0,-533861140.0,915104470.0,2026-01-21 17:06,2,,0
24,017390,서울가스,KOSPI,312000000000,"도시가스공급,가스공급설비공사",62400.0,60300.0,17.0,3.0,20.0,9,10.0,59.0,3.3653846153846154,57.983193277310924,60.55461197349145,C,62385.0,64492.0,68783.87974804886,False,False,"{""trend_ma20"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_c"": 3, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_safe"": 10}",1,164972200.0,300858600.0,2026-01-21 17:07,2,,0
25,232680,라온테크,KOSDAQ,219349095000,반도체 및 FPD용 로봇시스템,17500.0,16100.0,25.0,5.0,18.0,4,7.0,59.0,8.0,100.0,73.4205492075405,B,14127.5,10582.4,16378.671961535489,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -3}",0,-1860358420.0,85036240.0,2026-01-21 17:06,2,,0
26,130660,한전산업,KOSPI,416302000000,"발전설비 운전·정비, 전기검침",12770.0,11748.4,19.0,10.0,16.0,7,7.0,59.0,8.0,61.34453781512605,34.86429211473396,-,10974.0,11182.2,12737.11325773266,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -3}",0,859436120.0,627123610.0,2026-01-21 17:07,2,,0
27,282880,코윈테크,KOSDAQ,206219272600,"공정자동화설비(2차전지,석유화학,반도체,디스플레이)",17980.0,16541.600000000002,23.0,10.0,12.0,7,7.0,59.0,8.0,50.42016806722689,26.011752515817772,-,16282.5,15722.1,17968.950224004107,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -3}",0,1498762240.0,18474160.0,2026-01-21 17:07,2,,0
28,244920,에이플러스에셋,KOSPI,241224084310,보험대리 및 중개업,10670.0,9816.4,24.0,0.0,12.0,15,7.0,58.0,8.0,100.0,35.588259554757386,-,9752.0,8779.4,11337.849247771584,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -3}",5,4416308340.0,450725050.0,2026-01-21 17:08,2,,0
29,014830,유니드,KOSPI,485913680000,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",71800.0,64600.0,17.0,20.0,11.0,9,1.0,58.0,10.027855153203342,0.0,30.848436230522033,R,68670.0,67514.0,71848.4398531813,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_align_20_50"": 3, ""trend_adx"": 4, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -9}",2,1216856500.0,838415900.0,2026-01-21 17:07,2,,0
30,474170,루미르,KOSDAQ,243746081280,"인공위성 시스템 및 전장품, 위성 영상 및 정보",13680.0,12585.6,25.0,0.0,17.0,9,7.0,58.0,8.0,100.0,81.64532520914064,-,11260.0,9331.2,12880.331346918776,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 5, ""risk_deduction"": -3}",1,2047059340.0,284484060.0,2026-01-21 17:07,2,,0
31,011500,한농화성,KOSPI,275211939200,"계면활성제,글리콜에테르 제조,판매",17600.0,16192.0,22.0,0.0,20.0,9,7.0,58.0,8.0,61.34453781512605,22.8326580930459,-,15578.0,15523.2,17189.595530786675,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",1,896195820.0,38929010.0,2026-01-21 17:07,2,,0
32,104830,원익머트리얼즈,KOSDAQ,434976000000,"저메인가스,디실란,아산화질소,암모니아 등",34500.0,31550.0,25.0,10.0,13.0,5,5.0,58.0,8.550724637681158,30.252100840336134,52.289488972584,-,32792.5,31975.0,35236.766594649154,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 5, ""risk_deduction"": -5}",2,2460655700.0,-3365411900.0,2026-01-21 17:07,2,,0
33,092870,엑시콘,KOSDAQ,226431327950,반도체 검사장비,17350.0,15160.0,24.0,10.0,18.0,6,0.0,58.0,12.622478386167145,43.69747899159664,38.73220576383868,-,15985.5,15456.6,17115.58582439784,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -10}",2,-446811690.0,1037074000.0,2026-01-21 17:07,2,,0
34,043370,피에이치에이,KOSDAQ,266700000000,"자동차용 도어랫치, 도어힌지",12700.0,10990.0,25.0,10.0,17.0,5,0.0,57.0,13.46456692913386,84.87394957983193,57.453725151175874,-,11710.5,11592.4,12500.185457474106,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 5, ""risk_deduction"": -10}",1,169977780.0,-14360644100.0,2026-01-21 17:07,2,,0
35,134380,미원화학,KOSPI,216847824800,"계면활성제, 황산및분황",98600.0,94100.0,22.0,10.0,15.0,0,10.0,57.0,4.563894523326572,100.0,21.7071036422434,-,95565.0,92038.0,99899.6485872923,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 2, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 3, ""risk_safe"": 10}",0,-588600.0,-133911100.0,2026-01-21 17:06,2,,0
36,001940,KISCO홀딩스,KOSPI,377091708000,지주사업,26600.0,24750.0,20.0,10.0,10.0,9,8.0,57.0,6.954887218045112,21.84873949579832,28.12351639328077,-,25657.5,26050.0,27197.652965491136,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 3, ""pat_door_knock"": 10, ""vol_dryup"": 5, ""vol_today"": 5, ""risk_deduction"": -2}",2,106306500.0,1047504600.0,2026-01-21 17:07,2,,0
37,016610,DB증권,KOSPI,482190979040,"유가증권,위탁매매,인수,자기매매",11360.0,11080.0,24.0,10.0,10.0,2,10.0,56.0,2.464788732394366,32.773109243697476,31.51244589626551,-,11342.0,10797.0,11912.610255144125,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""risk_safe"": 10}",1,-38829430.0,-153793900.0,2026-01-21 17:06,2,,0
38,009470,삼화전기,KOSPI,260253817000,"콘덴서 제조,판매",39350.0,36202.0,24.0,0.0,16.0,9,7.0,56.0,8.0,35.294117647058826,31.309680214397563,-,30687.5,30415.0,36658.29723585267,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""vol_explosion"": 5, ""vol_dryup"": 3, ""vol_today"": 8, ""risk_deduction"": -3}",2,1425073600.0,35305100.0,2026-01-21 17:07,2,,0
39,053610,프로텍,KOSDAQ,392700000000,"Dispenser, Tray Feeder, 공압실린더",35700.0,34250.0,24.0,10.0,12.0,0,10.0,56.0,4.061624649859944,26.050420168067227,30.191926694640056,-,35255.0,34472.0,37518.21941067334,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_safe"": 10}",0,-759979900.0,-13501000.0,2026-01-21 17:06,2,,0
40,033530,SJG세종,KOSPI,324948824480,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",11680.0,10745.6,24.0,5.0,20.0,0,7.0,56.0,8.0,26.050420168067227,31.811861593349423,B,10383.5,9463.2,11342.534741814237,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",0,-150702870.0,-100311090.0,2026-01-21 17:06,2,,0
41,092790,넥스틸,KOSPI,319564580000,"OCTG Pipe, Line Pipe, Standard Pipe, 일반관",12290.0,11306.800000000001,14.0,10.0,18.0,6,7.0,55.0,8.0,66.38655462184875,31.629077020907395,-,9917.0,10015.4,12225.532635800457,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_adx"": 4, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -3}",1,-2141345400.0,30890040.0,2026-01-21 17:07,2,,0
42,140670,알에스오토메이션,KOSDAQ,291464368000,"모션제어기, 드라이브, 에너지제어장치",22700.0,20884.0,25.0,5.0,18.0,0,7.0,55.0,8.0,100.0,54.15390156541206,B,18206.5,15288.8,20370.275420632774,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_setup_b"": 5, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -3}",0,-3491339470.0,-594795610.0,2026-01-21 17:06,2,,0
43,005430,한국공항,KOSPI,212779056000,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업",67200.0,61100.0,20.0,20.0,10.0,2,3.0,55.0,9.077380952380953,11.764705882352942,16.28554797812077,R,64820.0,62046.0,67430.32817134487,True,True,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""pat_door_knock"": 10, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""risk_deduction"": -7}",2,-629542100.0,-353741400.0,2026-01-21 17:07,2,,0
44,002810,삼영무역,KOSPI,308952040040,"화공약품, 안경렌즈",16730.0,15060.0,22.0,10.0,18.0,2,3.0,55.0,9.982068141063957,42.857142857142854,45.77602095259939,-,15758.5,15877.4,16794.53387511045,True,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""pat_door_knock"": 10, ""vol_explosion"": 5, ""vol_dryup"": 5, ""vol_today"": 8, ""risk_deduction"": -7}",1,-969280.0,-90868180.0,2026-01-21 17:07,2,,0
45,270660,에브리봇,KOSDAQ,327740827400,"물걸레 로봇청소기, 흡입형 로봇청소기",25900.0,23828.0,25.0,0.0,20.0,3,7.0,55.0,8.0,70.58823529411765,40.994558896888186,-,22125.5,20376.2,23891.921120649058,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 5, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",0,3789083950.0,-3979462750.0,2026-01-21 17:07,2,,0
46,094820,일진파워,KOSDAQ,246084530880,"열교환기,압력용기",16320.0,15014.400000000001,24.0,0.0,20.0,4,7.0,55.0,8.0,100.0,35.204762557567655,-,13482.0,11991.8,14822.166871279791,False,False,"{""trend_ma20"": 5, ""trend_ma50"": 5, ""trend_ma200"": 5, ""trend_align_20_50"": 3, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""vol_explosion"": 5, ""vol_dryup"": 7, ""vol_today"": 8, ""risk_deduction"": -3}",0,-1666477730.0,430608250.0,2026-01-21 17:07,2,,0
47,114190,강원에너지,KOSDAQ,359453002880,플랜트설비(산업용 보일러),13760.0,13010.0,16.0,10.0,12.0,8,9.0,55.0,5.450581395348837,17.647058823529413,33.8771218957213,-,13579.0,14873.4,18262.69463122508,False,True,"{""trend_ma20"": 5, ""trend_ma200"": 5, ""trend_align_50_200"": 2, ""trend_adx"": 4, ""pat_squeeze"": 10, ""vol_explosion"": 5, ""vol_dryup"": 7, ""risk_deduction"": -1}",4,606233920.0,-12705150.0,2026-01-21 17:07,2,,0
